neighbourhood,price
Bromley,167
Barnet,47
Brent,225
Lewisham,79
Wandsworth,102
Tower Hamlets,45
Wandsworth,68
Hounslow,52
Lambeth,69
Kensington and Chelsea,669
Richmond upon Thames,160
Tower Hamlets,140
Lewisham,34
Islington,380
Westminster,69
Westminster,262
Wandsworth,225
Wandsworth,72
Barnet,60
Harrow,103
Islington,225
Redbridge,100
Croydon,38
Westminster,245
Kensington and Chelsea,248
Barnet,84
Westminster,122
Ealing,86
Haringey,145
Southwark,239
Camden,355
Lewisham,51
Newham,93
Westminster,122
Lambeth,225
Havering,129
Havering,110
Hackney,72
Islington,350
Hammersmith and Fulham,83
Hammersmith and Fulham,77
Islington,108
Camden,300
Westminster,1600
Kensington and Chelsea,337
Waltham Forest,514
Kensington and Chelsea,125
Kensington and Chelsea,180
Harrow,205
Westminster,6400
City of London,262
Wandsworth,591
Westminster,1600
Westminster,554
Westminster,1600
Westminster,1600
Tower Hamlets,91
Hillingdon,650
Westminster,103
Croydon,95
Westminster,547
Westminster,1600
Tower Hamlets,119
Brent,183
Westminster,112
Havering,133
Barnet,41
Camden,360
Hammersmith and Fulham,125
Hammersmith and Fulham,76
Lambeth,48
Havering,230
Havering,41
Westminster,701
Westminster,695
Hackney,171
Hounslow,111
Westminster,1200
Tower Hamlets,205
Westminster,2000
Westminster,2000
Westminster,960
Westminster,800
Lewisham,72
Merton,145
Westminster,227
Haringey,98
Hackney,219
Wandsworth,44
Westminster,1200
Camden,197
Westminster,1200
Redbridge,74
Southwark,76
Wandsworth,209
Southwark,99
Camden,211
Richmond upon Thames,210
Westminster,172
Croydon,30
Kingston upon Thames,934
Westminster,1200
Westminster,1200
Camden,80
Hammersmith and Fulham,655
Hackney,44
Brent,120
Sutton,60
Tower Hamlets,130
Southwark,119
Westminster,220
Greenwich,46
Wandsworth,670
Westminster,510
Westminster,1079
Westminster,88
Richmond upon Thames,79
Westminster,114
Haringey,183
Wandsworth,49
Brent,90
Southwark,164
Lambeth,350
Tower Hamlets,102
Southwark,118
Barnet,46
Ealing,450
Hackney,199
Tower Hamlets,70
Tower Hamlets,40
Waltham Forest,128
Croydon,33
Islington,144
Camden,215
Haringey,180
Redbridge,221
Lambeth,213
Harrow,40
Lewisham,190
Brent,110
Islington,218
Kensington and Chelsea,637
Hackney,230
Brent,153
Lambeth,151
Bromley,114
Westminster,433
Lambeth,135
Hackney,101
Islington,639
Hammersmith and Fulham,41
Kensington and Chelsea,180
Wandsworth,309
Hackney,106
Hammersmith and Fulham,40
Hammersmith and Fulham,42
Tower Hamlets,64
Southwark,59
Tower Hamlets,64
Greenwich,104
Lewisham,191
Ealing,9999
Camden,291
Bexley,50
Wandsworth,788
Barking and Dagenham,187
Greenwich,105
Tower Hamlets,135
Croydon,40
Hammersmith and Fulham,141
Barnet,147
Harrow,180
Ealing,133
Havering,134
Merton,153
Hackney,139
Greenwich,59
Kensington and Chelsea,395
Tower Hamlets,64
Islington,109
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,74
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,74
Tower Hamlets,64
Tower Hamlets,74
Tower Hamlets,64
Kensington and Chelsea,186
Tower Hamlets,64
Westminster,385
Tower Hamlets,64
Brent,110
Hackney,73
Hammersmith and Fulham,133
Tower Hamlets,64
Lewisham,58
Islington,106
City of London,214
Islington,160
Kensington and Chelsea,425
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Kensington and Chelsea,618
Tower Hamlets,64
Tower Hamlets,222
Haringey,54
Haringey,30
Hammersmith and Fulham,153
Tower Hamlets,145
Hammersmith and Fulham,255
Wandsworth,285
Westminster,340
Lambeth,121
Brent,163
Hammersmith and Fulham,240
Camden,310
Westminster,357
Wandsworth,32
Kensington and Chelsea,213
Croydon,65
Lewisham,152
Newham,145
Westminster,366
Barnet,111
Bromley,36
Lewisham,185
Ealing,94
Redbridge,144
Lewisham,177
Hackney,135
Westminster,620
Tower Hamlets,63
Hounslow,90
Westminster,249
Tower Hamlets,120
Lambeth,140
Tower Hamlets,176
Tower Hamlets,360
Lambeth,397
Hackney,176
Lambeth,70
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,74
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,97
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Hackney,228
Tower Hamlets,64
Barnet,176
Kensington and Chelsea,127
Tower Hamlets,64
Tower Hamlets,74
Kensington and Chelsea,250
Tower Hamlets,64
Tower Hamlets,64
Tower Hamlets,64
Waltham Forest,107
Bexley,60
Merton,90
Westminster,1101
Tower Hamlets,315
Haringey,29
Lewisham,159
Westminster,415
Bexley,74
Lambeth,87
Croydon,104
Southwark,393
Westminster,142
Wandsworth,46
Lambeth,74
Westminster,422
Wandsworth,205
Camden,5000
Westminster,333
Westminster,503
Islington,219
Wandsworth,257
Westminster,500
Hackney,229
Hackney,348
Brent,173
Wandsworth,270
Enfield,150
Ealing,110
Southwark,111
Southwark,35
Lambeth,120
Redbridge,57
Westminster,418
Kensington and Chelsea,425
Hackney,199
City of London,709
Westminster,1304
Lewisham,126
Hammersmith and Fulham,236
Tower Hamlets,173
Westminster,556
Kensington and Chelsea,280
Hillingdon,800
Wandsworth,41
Havering,105
Kensington and Chelsea,495
Lewisham,77
Wandsworth,282
Croydon,68
City of London,89
Tower Hamlets,76
City of London,137
Tower Hamlets,115
Westminster,125
Tower Hamlets,209
Harrow,237
Hackney,107
Hackney,99
Wandsworth,585
Tower Hamlets,135
Croydon,69
Kensington and Chelsea,590
Kensington and Chelsea,498
Ealing,99
Havering,368
Greenwich,400
Camden,150
Croydon,35
Westminster,150
Wandsworth,267
Islington,155
Haringey,208
Harrow,100
Lambeth,238
Southwark,180
Southwark,229
Hammersmith and Fulham,86
Bexley,70
Ealing,278
Lambeth,229
Waltham Forest,81
Southwark,260
Newham,59
Kensington and Chelsea,275
Tower Hamlets,50
Southwark,168
Hounslow,60
Camden,72
Tower Hamlets,137
Redbridge,62
Westminster,132
Ealing,85
Camden,158
Southwark,89
Hackney,201
Lewisham,96
Westminster,81
Hammersmith and Fulham,104
Westminster,391
Southwark,120
Tower Hamlets,44
Tower Hamlets,142
Lewisham,80
Newham,293
Lambeth,68
Lewisham,52
Southwark,81
Hackney,131
Ealing,113
Kensington and Chelsea,168
Islington,99
Westminster,340
Hammersmith and Fulham,213
Southwark,330
Newham,100
Tower Hamlets,38
Islington,86
Greenwich,162
Lewisham,32
Camden,51
Croydon,90
Westminster,114
Haringey,63
Sutton,45
Brent,66
Waltham Forest,189
Wandsworth,295
Ealing,74
Camden,45
Greenwich,110
Westminster,132
Wandsworth,143
Hammersmith and Fulham,44
Hammersmith and Fulham,44
Hammersmith and Fulham,45
Tower Hamlets,188
Croydon,40
Southwark,117
Lewisham,113
Redbridge,108
Waltham Forest,52
Haringey,152
Merton,101
Islington,450
Tower Hamlets,258
Hackney,196
Camden,164
Waltham Forest,34
Lewisham,120
Hackney,197
Wandsworth,400
Merton,44
Southwark,5000
Westminster,180
Southwark,214
Kensington and Chelsea,200
Kensington and Chelsea,300
Wandsworth,78
Merton,83
Westminster,227
Kensington and Chelsea,225
Greenwich,45
Bexley,50
Tower Hamlets,61
Greenwich,42
Hackney,121
Hackney,252
Barking and Dagenham,59
Havering,118
Lewisham,79
Havering,43
Wandsworth,175
Camden,77
Hammersmith and Fulham,155
Haringey,168
Bromley,99
Lewisham,85
Southwark,90
Camden,506
Lambeth,111
Hammersmith and Fulham,51
Tower Hamlets,150
Islington,41
Hammersmith and Fulham,45
Westminster,557
Hammersmith and Fulham,41
Bexley,213
Bromley,103
Barking and Dagenham,50
Barking and Dagenham,40
City of London,240
Kensington and Chelsea,98
Camden,112
Islington,107
Bromley,109
Camden,107
Islington,107
Haringey,47
Hackney,64
Hackney,67
Hackney,78
Hackney,59
Hackney,68
Tower Hamlets,135
Islington,165
Haringey,154
Barking and Dagenham,153
Tower Hamlets,103
Hackney,155
Westminster,250
Westminster,269
Westminster,260
Lewisham,24
Islington,108
Islington,204
Hounslow,702
Westminster,489
Tower Hamlets,90
Hackney,89
Kensington and Chelsea,117
Kensington and Chelsea,169
Westminster,269
Westminster,420
Westminster,360
Hackney,196
Haringey,190
Tower Hamlets,230
Kensington and Chelsea,200
Westminster,403
Wandsworth,169
Westminster,635
Camden,92
Westminster,535
Wandsworth,73
Southwark,135
Southwark,69
Westminster,470
Westminster,171
Lambeth,240
Lambeth,169
Barnet,99
Westminster,322
Enfield,90
Southwark,75
Waltham Forest,159
Hackney,59
Kensington and Chelsea,168
Lambeth,175
Lewisham,116
Waltham Forest,194
Westminster,204
Haringey,67
Southwark,80
Merton,56
Hackney,62
Lambeth,80
Brent,391
Westminster,189
Tower Hamlets,74
Hackney,260
Tower Hamlets,84
Westminster,36
Bromley,248
Hackney,80
Hammersmith and Fulham,52
Wandsworth,194
City of London,410
Westminster,657
Hackney,152
Hammersmith and Fulham,75
Westminster,369
Hounslow,44
Ealing,72
City of London,160
Islington,81
Croydon,44
Wandsworth,55
Brent,64
Islington,145
Wandsworth,91
Brent,59
Haringey,310
Bexley,50
Southwark,144
Westminster,240
Hounslow,106
Westminster,60
Tower Hamlets,524
Tower Hamlets,162
Croydon,203
Croydon,220
Croydon,223
Croydon,294
Westminster,166
Barnet,161
Croydon,192
Camden,54
Southwark,56
Westminster,631
Southwark,36
Westminster,622
Hammersmith and Fulham,258
Westminster,214
Westminster,115
Ealing,337
Westminster,232
Southwark,200
Islington,148
Haringey,120
Southwark,103
Wandsworth,58
Hammersmith and Fulham,330
Southwark,155
Brent,59
Southwark,33
Tower Hamlets,86
Westminster,89
Newham,48
Sutton,45
Croydon,90
Croydon,81
Camden,288
Westminster,469
City of London,320
Westminster,280
Hounslow,32
Hackney,90
Lewisham,81
Westminster,161
Westminster,138
Lewisham,58
Hammersmith and Fulham,330
Islington,219
Tower Hamlets,162
Lambeth,76
Wandsworth,97
Merton,150
Hammersmith and Fulham,175
Bexley,164
Kensington and Chelsea,378
Islington,198
Wandsworth,61
Tower Hamlets,132
Wandsworth,61
Camden,135
Hackney,219
Westminster,169
Westminster,2000
Westminster,151
Merton,122
Lambeth,73
Wandsworth,70
Brent,120
Tower Hamlets,147
Croydon,104
Kensington and Chelsea,90
Kensington and Chelsea,944
Westminster,2000
Westminster,2000
Ealing,39
Westminster,2000
Hackney,172
Westminster,283
Southwark,34
Merton,180
Islington,128
Bexley,150
Redbridge,71
Camden,135
Kensington and Chelsea,400
Waltham Forest,128
Wandsworth,220
Lewisham,112
Wandsworth,359
Greenwich,128
Lewisham,60
Haringey,108
Hackney,120
Tower Hamlets,261
Hammersmith and Fulham,243
Hackney,122
Westminster,200
Ealing,146
Waltham Forest,44
Newham,181
Westminster,288
Sutton,150
Westminster,134
Greenwich,57
Brent,118
Westminster,194
Westminster,63
Barnet,105
Barnet,66
Tower Hamlets,137
Brent,40
Tower Hamlets,259
Southwark,101
Haringey,63
Lewisham,143
Tower Hamlets,134
Brent,113
Hammersmith and Fulham,134
Tower Hamlets,97
Hackney,248
Tower Hamlets,84
Westminster,286
Southwark,73
Tower Hamlets,60
Southwark,108
Camden,217
Lambeth,41
Ealing,137
Westminster,248
Lewisham,41
Tower Hamlets,269
Ealing,650
Tower Hamlets,267
Greenwich,40
Wandsworth,82
Croydon,31
Croydon,36
Wandsworth,61
Hackney,75
Westminster,306
Redbridge,90
Southwark,70
Westminster,792
Ealing,191
Islington,280
Kensington and Chelsea,464
Southwark,219
Islington,369
Islington,378
Islington,478
Islington,323
City of London,275
Hammersmith and Fulham,110
Westminster,333
Hackney,185
Southwark,75
Barnet,85
Ealing,50
Harrow,56
Wandsworth,51
Merton,70
Wandsworth,51
Kensington and Chelsea,315
Barnet,85
Brent,102
Hackney,64
Southwark,70
Lambeth,72
Lambeth,69
Westminster,353
Waltham Forest,46
Tower Hamlets,153
Enfield,189
Kensington and Chelsea,138
Westminster,38
Hackney,83
Ealing,154
Barnet,216
Bexley,30
Tower Hamlets,189
Westminster,248
Southwark,128
Wandsworth,140
Islington,153
Croydon,120
Kensington and Chelsea,322
Camden,296
Hammersmith and Fulham,328
Bromley,78
Kensington and Chelsea,206
Newham,267
Enfield,102
Hammersmith and Fulham,320
Richmond upon Thames,282
Hackney,381
Camden,285
Kensington and Chelsea,900
Hammersmith and Fulham,168
Hackney,290
Brent,164
Newham,134
Newham,200
Islington,126
Barnet,126
Barnet,195
Croydon,41
Richmond upon Thames,189
Westminster,206
Hounslow,65
Westminster,162
Westminster,81
Westminster,219
Wandsworth,186
Hillingdon,116
Camden,50
Waltham Forest,46
Haringey,110
Hackney,360
Wandsworth,315
Tower Hamlets,480
Southwark,72
Kensington and Chelsea,304
Kensington and Chelsea,320
Westminster,229
Westminster,500
Westminster,197
Westminster,288
Wandsworth,212
Kensington and Chelsea,198
Westminster,165
Camden,248
Bexley,32
Merton,54
Wandsworth,79
Westminster,613
Lambeth,143
Hammersmith and Fulham,114
Tower Hamlets,159
Wandsworth,117
Sutton,90
Haringey,68
Southwark,162
Croydon,60
Islington,78
Redbridge,60
Brent,36
Newham,381
Islington,215
Kensington and Chelsea,75
Hackney,154
Camden,435
Southwark,83
Westminster,214
Kensington and Chelsea,404
Kensington and Chelsea,422
Wandsworth,225
Hammersmith and Fulham,180
Westminster,180
Camden,125
Westminster,210
Westminster,160
Westminster,477
Harrow,33
Tower Hamlets,81
Westminster,58
Westminster,90
Barking and Dagenham,40
Ealing,293
Hackney,83
Newham,96
Barking and Dagenham,31
Barking and Dagenham,48
Hackney,141
Barnet,277
Haringey,47
Westminster,394
Westminster,643
Kensington and Chelsea,92
Kensington and Chelsea,75
Westminster,886
Westminster,825
Westminster,593
Westminster,343
Westminster,462
Haringey,144
Kensington and Chelsea,153
Enfield,138
Croydon,40
Hackney,445
Kensington and Chelsea,91
Merton,304
Kensington and Chelsea,76
Kensington and Chelsea,300
Kensington and Chelsea,300
Southwark,81
Islington,275
Lambeth,52
Kensington and Chelsea,262
Ealing,107
Kensington and Chelsea,162
Croydon,40
Southwark,82
Wandsworth,82
Barnet,225
Lewisham,140
Barnet,195
Tower Hamlets,134
Islington,285
Havering,246
Ealing,258
Redbridge,422
Kensington and Chelsea,515
Westminster,140
Brent,536
Westminster,212
Islington,83
Barnet,131
Islington,173
Southwark,134
Hammersmith and Fulham,120
Islington,241
Southwark,49
Hillingdon,128
Southwark,250
Tower Hamlets,74
Barnet,83
Kensington and Chelsea,168
Wandsworth,108
Kensington and Chelsea,190
Lewisham,140
Lewisham,166
Tower Hamlets,190
Lambeth,100
Redbridge,65
Haringey,74
Ealing,180
Westminster,496
Westminster,467
Westminster,431
Hammersmith and Fulham,136
Islington,53
Kensington and Chelsea,185
Kensington and Chelsea,1359
Kensington and Chelsea,179
Kensington and Chelsea,362
Kensington and Chelsea,323
Ealing,230
Kensington and Chelsea,549
Southwark,296
Westminster,248
Croydon,48
Hackney,224
Lambeth,35
Lambeth,148
Westminster,73
Sutton,68
Enfield,36
Lambeth,99
Hackney,265
Westminster,226
Tower Hamlets,132
Barking and Dagenham,110
Croydon,750
Lewisham,162
Camden,340
Kensington and Chelsea,358
Hounslow,129
Camden,338
Southwark,185
Newham,311
Westminster,213
Haringey,276
Westminster,549
Brent,63
Kensington and Chelsea,168
Westminster,139
Hillingdon,106
Westminster,122
Wandsworth,191
Islington,149
Hounslow,42
Westminster,118
Wandsworth,40
Westminster,407
Kensington and Chelsea,180
Kensington and Chelsea,89
Southwark,130
Croydon,314
Camden,139
Camden,182
Lambeth,83
Islington,110
Hackney,46
Hackney,330
Kensington and Chelsea,83
Kensington and Chelsea,160
Lambeth,125
Tower Hamlets,219
Westminster,201
Tower Hamlets,374
Enfield,35
Barnet,87
Islington,197
Kensington and Chelsea,220
Greenwich,36
Kensington and Chelsea,306
Croydon,50
Camden,551
Haringey,89
Islington,157
Southwark,167
Wandsworth,259
Kensington and Chelsea,231
Haringey,108
Southwark,129
Westminster,156
Kensington and Chelsea,348
Westminster,900
Kensington and Chelsea,221
Waltham Forest,186
Southwark,300
Haringey,130
Harrow,43
Lewisham,50
Southwark,129
Southwark,69
Southwark,125
Westminster,156
Wandsworth,437
Southwark,90
Barnet,128
Westminster,1000
Hammersmith and Fulham,78
Bexley,27
Bexley,28
Camden,101
Bexley,26
Hammersmith and Fulham,144
Westminster,147
Waltham Forest,123
Southwark,317
Kensington and Chelsea,209
Bexley,31
Kensington and Chelsea,258
Westminster,138
Camden,333
Tower Hamlets,85
Lambeth,285
Lambeth,219
Westminster,171
Tower Hamlets,184
Westminster,123
Southwark,180
Haringey,88
Hackney,368
Kensington and Chelsea,160
Islington,116
Camden,91
Wandsworth,240
Kensington and Chelsea,194
Hackney,144
Greenwich,63
Kingston upon Thames,150
Hackney,100
Hackney,117
Lambeth,117
Westminster,944
Croydon,80
Westminster,197
Lewisham,109
Greenwich,145
Greenwich,163
Wandsworth,456
Camden,136
Southwark,237
Lambeth,280
Richmond upon Thames,475
Kensington and Chelsea,203
Tower Hamlets,115
Hackney,205
Westminster,963
Westminster,809
Tower Hamlets,140
Ealing,155
Hackney,363
Tower Hamlets,209
Hackney,315
Barking and Dagenham,89
Westminster,400
Camden,120
Islington,115
Barking and Dagenham,35
Harrow,171
Ealing,184
Islington,209
Lambeth,74
Westminster,269
Kensington and Chelsea,290
Lewisham,103
Westminster,455
Hackney,190
Camden,161
Hillingdon,119
Brent,135
Westminster,224
Lambeth,68
Ealing,120
Lambeth,72
Waltham Forest,283
Kingston upon Thames,51
Hammersmith and Fulham,180
Tower Hamlets,56
Enfield,48
Lambeth,128
Wandsworth,125
Tower Hamlets,219
Barnet,153
Hounslow,112
Islington,226
Newham,70
Southwark,135
Hammersmith and Fulham,332
Hillingdon,64
Tower Hamlets,270
Wandsworth,40
Newham,100
Westminster,180
Hounslow,167
Tower Hamlets,98
Westminster,86
Tower Hamlets,77
Brent,62
Westminster,421
Westminster,55
Westminster,414
Hounslow,53
Westminster,467
Westminster,138
Hackney,59
Hackney,227
Westminster,235
Westminster,60
Westminster,376
Westminster,98
Bromley,101
Westminster,85
Barnet,70
Hammersmith and Fulham,513
Westminster,55
Westminster,50
Hammersmith and Fulham,900
Southwark,150
Tower Hamlets,41
Ealing,157
Tower Hamlets,35
Southwark,63
Kensington and Chelsea,947
Tower Hamlets,35
Tower Hamlets,37
Camden,250
Harrow,360
Kensington and Chelsea,412
Southwark,70
Hackney,99
Wandsworth,118
Lambeth,199
Kensington and Chelsea,198
Westminster,224
Tower Hamlets,45
Hackney,135
Tower Hamlets,52
Lewisham,139
Tower Hamlets,342
Tower Hamlets,45
Tower Hamlets,342
Ealing,65
Tower Hamlets,63
Tower Hamlets,342
Tower Hamlets,44
Lambeth,90
Hackney,113
Islington,69
Westminster,550
Tower Hamlets,98
Barnet,38
Newham,90
Tower Hamlets,117
Wandsworth,150
Redbridge,52
Tower Hamlets,60
Wandsworth,72
Newham,84
Wandsworth,72
Tower Hamlets,58
Wandsworth,83
Wandsworth,83
Wandsworth,83
Tower Hamlets,35
Hounslow,154
Wandsworth,76
Camden,380
Camden,150
Southwark,126
Southwark,150
Southwark,49
Kensington and Chelsea,228
Lambeth,175
Croydon,95
Lewisham,92
Islington,210
Camden,133
Islington,184
Newham,126
Westminster,300
Hounslow,62
Wandsworth,35
Hackney,445
Newham,130
Brent,208
Tower Hamlets,342
Lambeth,109
Newham,90
Westminster,630
Lewisham,72
Camden,125
Camden,228
Hackney,139
Waltham Forest,114
Camden,172
Southwark,222
Ealing,134
Islington,160
Waltham Forest,89
Southwark,65
Camden,190
Hackney,113
Wandsworth,251
Kensington and Chelsea,536
Lewisham,96
Camden,180
Camden,180
Newham,167
Camden,575
Westminster,166
Islington,135
Tower Hamlets,110
Havering,35
Westminster,356
Enfield,188
Hounslow,52
Bromley,88
Ealing,89
Westminster,431
Camden,122
Tower Hamlets,342
Kingston upon Thames,112
Hounslow,139
Lewisham,88
Haringey,41
Waltham Forest,85
Barnet,155
Westminster,397
Westminster,450
Hounslow,273
Kensington and Chelsea,254
Westminster,108
Westminster,190
Islington,690
Hackney,138
Barnet,120
Westminster,220
Hammersmith and Fulham,876
Westminster,440
Croydon,117
Westminster,108
Southwark,1078
Hammersmith and Fulham,147
Camden,123
Tower Hamlets,210
Westminster,248
Newham,41
Kensington and Chelsea,280
Tower Hamlets,112
Greenwich,169
Hammersmith and Fulham,119
Lambeth,309
Islington,50
Ealing,120
Waltham Forest,97
Newham,326
Lewisham,306
Camden,130
Islington,34
Lewisham,104
Southwark,45
Hackney,109
Lambeth,180
Waltham Forest,126
Lambeth,242
Tower Hamlets,50
Kensington and Chelsea,100
Waltham Forest,103
Bexley,140
Westminster,361
Lambeth,337
Hammersmith and Fulham,114
Westminster,644
Westminster,618
Hackney,60
